ons_la_code_apr_2019,borough,quarter,count
E09000002,Barking and Dagenham,2011-10-01,0
E09000003,Barnet,2011-10-01,0
E09000004,Bexley,2011-10-01,0
E09000005,Brent,2011-10-01,0
E09000006,Bromley,2011-10-01,0
E09000007,Camden,2011-10-01,0
E09000001,City of London,2011-10-01,0
E09000008,Croydon,2011-10-01,0
E09000009,Ealing,2011-10-01,0
E09000010,Enfield,2011-10-01,0
E09000011,Greenwich,2011-10-01,0
E09000012,Hackney,2011-10-01,0
E09000013,Hammersmith and Fulham,2011-10-01,0
E09000014,Haringey,2011-10-01,0
E09000015,Harrow,2011-10-01,0
E09000016,Havering,2011-10-01,0
E09000017,Hillingdon,2011-10-01,0
E09000018,Hounslow,2011-10-01,0
E09000019,Islington,2011-10-01,0
E09000020,Kensington and Chelsea,2011-10-01,0
E09000021,Kingston upon Thames,2011-10-01,0
E09000022,Lambeth,2011-10-01,0
E09000023,Lewisham,2011-10-01,0
E09000024,Merton,2011-10-01,0
E09000025,Newham,2011-10-01,0
E09000026,Redbridge,2011-10-01,0
E09000027,Richmond upon Thames,2011-10-01,0
E09000028,Southwark,2011-10-01,0
E09000029,Sutton,2011-10-01,0
E09000030,Tower Hamlets,2011-10-01,0
E09000031,Waltham Forest,2011-10-01,0
E09000032,Wandsworth,2011-10-01,0
E09000033,Westminster,2011-10-01,0
E09000002,Barking and Dagenham,2012-01-01,0
E09000003,Barnet,2012-01-01,0
E09000004,Bexley,2012-01-01,0
E09000005,Brent,2012-01-01,0
E09000006,Bromley,2012-01-01,0
E09000007,Camden,2012-01-01,0
E09000001,City of London,2012-01-01,0
E09000008,Croydon,2012-01-01,0
E09000009,Ealing,2012-01-01,0
E09000010,Enfield,2012-01-01,0
E09000011,Greenwich,2012-01-01,0
E09000012,Hackney,2012-01-01,0
E09000013,Hammersmith and Fulham,2012-01-01,0
E09000014,Haringey,2012-01-01,0
E09000015,Harrow,2012-01-01,0
E09000016,Havering,2012-01-01,0
E09000017,Hillingdon,2012-01-01,0
E09000018,Hounslow,2012-01-01,0
E09000019,Islington,2012-01-01,0
E09000020,Kensington and Chelsea,2012-01-01,0
E09000021,Kingston upon Thames,2012-01-01,0
E09000022,Lambeth,2012-01-01,0
E09000023,Lewisham,2012-01-01,0
E09000024,Merton,2012-01-01,0
E09000025,Newham,2012-01-01,0
E09000026,Redbridge,2012-01-01,0
E09000027,Richmond upon Thames,2012-01-01,0
E09000028,Southwark,2012-01-01,0
E09000029,Sutton,2012-01-01,0
E09000030,Tower Hamlets,2012-01-01,0
E09000031,Waltham Forest,2012-01-01,0
E09000032,Wandsworth,2012-01-01,0
E09000033,Westminster,2012-01-01,0
E09000002,Barking and Dagenham,2012-04-01,0
E09000003,Barnet,2012-04-01,0
E09000004,Bexley,2012-04-01,0
E09000005,Brent,2012-04-01,0
E09000006,Bromley,2012-04-01,0
E09000007,Camden,2012-04-01,0
E09000001,City of London,2012-04-01,0
E09000008,Croydon,2012-04-01,0
E09000009,Ealing,2012-04-01,0
E09000010,Enfield,2012-04-01,0
E09000011,Greenwich,2012-04-01,0
E09000012,Hackney,2012-04-01,0
E09000013,Hammersmith and Fulham,2012-04-01,0
E09000014,Haringey,2012-04-01,0
E09000015,Harrow,2012-04-01,0
E09000016,Havering,2012-04-01,0
E09000017,Hillingdon,2012-04-01,0
E09000018,Hounslow,2012-04-01,0
E09000019,Islington,2012-04-01,0
E09000020,Kensington and Chelsea,2012-04-01,0
E09000021,Kingston upon Thames,2012-04-01,0
E09000022,Lambeth,2012-04-01,0
E09000023,Lewisham,2012-04-01,0
E09000024,Merton,2012-04-01,0
E09000025,Newham,2012-04-01,0
E09000026,Redbridge,2012-04-01,0
E09000027,Richmond upon Thames,2012-04-01,0
E09000028,Southwark,2012-04-01,0
E09000029,Sutton,2012-04-01,0
E09000030,Tower Hamlets,2012-04-01,0
E09000031,Waltham Forest,2012-04-01,0
E09000032,Wandsworth,2012-04-01,0
E09000033,Westminster,2012-04-01,0
E09000002,Barking and Dagenham,2012-07-01,0
E09000003,Barnet,2012-07-01,0
E09000004,Bexley,2012-07-01,0
E09000005,Brent,2012-07-01,0
E09000006,Bromley,2012-07-01,5
E09000007,Camden,2012-07-01,0
E09000001,City of London,2012-07-01,0
E09000008,Croydon,2012-07-01,0
E09000009,Ealing,2012-07-01,0
E09000010,Enfield,2012-07-01,0
E09000011,Greenwich,2012-07-01,0
E09000012,Hackney,2012-07-01,0
E09000013,Hammersmith and Fulham,2012-07-01,0
E09000014,Haringey,2012-07-01,0
E09000015,Harrow,2012-07-01,0
E09000016,Havering,2012-07-01,0
E09000017,Hillingdon,2012-07-01,0
E09000018,Hounslow,2012-07-01,0
E09000019,Islington,2012-07-01,0
E09000020,Kensington and Chelsea,2012-07-01,0
E09000021,Kingston upon Thames,2012-07-01,0
E09000022,Lambeth,2012-07-01,0
E09000023,Lewisham,2012-07-01,0
E09000024,Merton,2012-07-01,0
E09000025,Newham,2012-07-01,0
E09000026,Redbridge,2012-07-01,0
E09000027,Richmond upon Thames,2012-07-01,0
E09000028,Southwark,2012-07-01,0
E09000029,Sutton,2012-07-01,0
E09000030,Tower Hamlets,2012-07-01,0
E09000031,Waltham Forest,2012-07-01,0
E09000032,Wandsworth,2012-07-01,0
E09000033,Westminster,2012-07-01,0
E09000002,Barking and Dagenham,2012-10-01,0
E09000003,Barnet,2012-10-01,0
E09000004,Bexley,2012-10-01,0
E09000005,Brent,2012-10-01,0
E09000006,Bromley,2012-10-01,6
E09000007,Camden,2012-10-01,5
E09000001,City of London,2012-10-01,0
E09000008,Croydon,2012-10-01,0
E09000009,Ealing,2012-10-01,0
E09000010,Enfield,2012-10-01,0
E09000011,Greenwich,2012-10-01,0
E09000012,Hackney,2012-10-01,0
E09000013,Hammersmith and Fulham,2012-10-01,0
E09000014,Haringey,2012-10-01,0
E09000015,Harrow,2012-10-01,0
E09000016,Havering,2012-10-01,0
E09000017,Hillingdon,2012-10-01,0
E09000018,Hounslow,2012-10-01,0
E09000019,Islington,2012-10-01,0
E09000020,Kensington and Chelsea,2012-10-01,0
E09000021,Kingston upon Thames,2012-10-01,0
E09000022,Lambeth,2012-10-01,0
E09000023,Lewisham,2012-10-01,0
E09000024,Merton,2012-10-01,0
E09000025,Newham,2012-10-01,0
E09000026,Redbridge,2012-10-01,0
E09000027,Richmond upon Thames,2012-10-01,0
E09000028,Southwark,2012-10-01,0
E09000029,Sutton,2012-10-01,0
E09000030,Tower Hamlets,2012-10-01,0
E09000031,Waltham Forest,2012-10-01,0
E09000032,Wandsworth,2012-10-01,0
E09000033,Westminster,2012-10-01,6
E09000002,Barking and Dagenham,2013-01-01,0
E09000003,Barnet,2013-01-01,6
E09000004,Bexley,2013-01-01,0
E09000005,Brent,2013-01-01,0
E09000006,Bromley,2013-01-01,6
E09000007,Camden,2013-01-01,6
E09000001,City of London,2013-01-01,0
E09000008,Croydon,2013-01-01,0
E09000009,Ealing,2013-01-01,0
E09000010,Enfield,2013-01-01,0
E09000011,Greenwich,2013-01-01,0
E09000012,Hackney,2013-01-01,0
E09000013,Hammersmith and Fulham,2013-01-01,0
E09000014,Haringey,2013-01-01,0
E09000015,Harrow,2013-01-01,5
E09000016,Havering,2013-01-01,0
E09000017,Hillingdon,2013-01-01,0
E09000018,Hounslow,2013-01-01,0
E09000019,Islington,2013-01-01,0
E09000020,Kensington and Chelsea,2013-01-01,0
E09000021,Kingston upon Thames,2013-01-01,0
E09000022,Lambeth,2013-01-01,0
E09000023,Lewisham,2013-01-01,0
E09000024,Merton,2013-01-01,0
E09000025,Newham,2013-01-01,0
E09000026,Redbridge,2013-01-01,0
E09000027,Richmond upon Thames,2013-01-01,0
E09000028,Southwark,2013-01-01,0
E09000029,Sutton,2013-01-01,0
E09000030,Tower Hamlets,2013-01-01,0
E09000031,Waltham Forest,2013-01-01,0
E09000032,Wandsworth,2013-01-01,0
E09000033,Westminster,2013-01-01,9
E09000002,Barking and Dagenham,2013-04-01,0
E09000003,Barnet,2013-04-01,7
E09000004,Bexley,2013-04-01,0
E09000005,Brent,2013-04-01,0
E09000006,Bromley,2013-04-01,8
E09000007,Camden,2013-04-01,9
E09000001,City of London,2013-04-01,0
E09000008,Croydon,2013-04-01,0
E09000009,Ealing,2013-04-01,0
E09000010,Enfield,2013-04-01,5
E09000011,Greenwich,2013-04-01,0
E09000012,Hackney,2013-04-01,0
E09000013,Hammersmith and Fulham,2013-04-01,0
E09000014,Haringey,2013-04-01,0
E09000015,Harrow,2013-04-01,5
E09000016,Havering,2013-04-01,0
E09000017,Hillingdon,2013-04-01,0
E09000018,Hounslow,2013-04-01,0
E09000019,Islington,2013-04-01,0
E09000020,Kensington and Chelsea,2013-04-01,7
E09000021,Kingston upon Thames,2013-04-01,0
E09000022,Lambeth,2013-04-01,0
E09000023,Lewisham,2013-04-01,0
E09000024,Merton,2013-04-01,0
E09000025,Newham,2013-04-01,0
E09000026,Redbridge,2013-04-01,0
E09000027,Richmond upon Thames,2013-04-01,0
E09000028,Southwark,2013-04-01,0
E09000029,Sutton,2013-04-01,0
E09000030,Tower Hamlets,2013-04-01,0
E09000031,Waltham Forest,2013-04-01,0
E09000032,Wandsworth,2013-04-01,7
E09000033,Westminster,2013-04-01,11
E09000002,Barking and Dagenham,2013-07-01,0
E09000003,Barnet,2013-07-01,11
E09000004,Bexley,2013-07-01,0
E09000005,Brent,2013-07-01,0
E09000006,Bromley,2013-07-01,10
E09000007,Camden,2013-07-01,13
E09000001,City of London,2013-07-01,0
E09000008,Croydon,2013-07-01,5
E09000009,Ealing,2013-07-01,0
E09000010,Enfield,2013-07-01,5
E09000011,Greenwich,2013-07-01,0
E09000012,Hackney,2013-07-01,0
E09000013,Hammersmith and Fulham,2013-07-01,0
E09000014,Haringey,2013-07-01,0
E09000015,Harrow,2013-07-01,6
E09000016,Havering,2013-07-01,0
E09000017,Hillingdon,2013-07-01,0
E09000018,Hounslow,2013-07-01,0
E09000019,Islington,2013-07-01,0
E09000020,Kensington and Chelsea,2013-07-01,7
E09000021,Kingston upon Thames,2013-07-01,0
E09000022,Lambeth,2013-07-01,5
E09000023,Lewisham,2013-07-01,0
E09000024,Merton,2013-07-01,0
E09000025,Newham,2013-07-01,0
E09000026,Redbridge,2013-07-01,0
E09000027,Richmond upon Thames,2013-07-01,0
E09000028,Southwark,2013-07-01,0
E09000029,Sutton,2013-07-01,0
E09000030,Tower Hamlets,2013-07-01,0
E09000031,Waltham Forest,2013-07-01,0
E09000032,Wandsworth,2013-07-01,7
E09000033,Westminster,2013-07-01,13
E09000002,Barking and Dagenham,2013-10-01,0
E09000003,Barnet,2013-10-01,15
E09000004,Bexley,2013-10-01,0
E09000005,Brent,2013-10-01,5
E09000006,Bromley,2013-10-01,10
E09000007,Camden,2013-10-01,15
E09000001,City of London,2013-10-01,0
E09000008,Croydon,2013-10-01,6
E09000009,Ealing,2013-10-01,6
E09000010,Enfield,2013-10-01,8
E09000011,Greenwich,2013-10-01,0
E09000012,Hackney,2013-10-01,0
E09000013,Hammersmith and Fulham,2013-10-01,0
E09000014,Haringey,2013-10-01,5
E09000015,Harrow,2013-10-01,6
E09000016,Havering,2013-10-01,0
E09000017,Hillingdon,2013-10-01,0
E09000018,Hounslow,2013-10-01,0
E09000019,Islington,2013-10-01,0
E09000020,Kensington and Chelsea,2013-10-01,9
E09000021,Kingston upon Thames,2013-10-01,0
E09000022,Lambeth,2013-10-01,5
E09000023,Lewisham,2013-10-01,0
E09000024,Merton,2013-10-01,0
E09000025,Newham,2013-10-01,0
E09000026,Redbridge,2013-10-01,0
E09000027,Richmond upon Thames,2013-10-01,0
